Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000016	2008	Richard Cunningham | David Duke | John Eustace | Anna Galway | Erin Patterson	Acadia University | Acadia University | Acadia University |  | Acadia University	The Humanities HyperMedia Centre @ Acadia University: An Invitation to Think About Higher Education	000610	000072	000363	000270	000588	000322	000448	000387	000402	000025	https://digitalhumanities.org/dhq/vol/2/1/000016/000016.html
000017	2008	Mark C. Marino	University of Southern California	Review: The Electronic Literature Collection Volume I: A New Media Primer	000385	000002	000122	000339	000168	000575	000413	000031	000253	000734	https://digitalhumanities.org/dhq/vol/2/1/000017/000017.html
000018	2008	Patricia Tomaszek	Siegen University	Conference Review: Reading Digital Literature at Brown University, October 4-7, 2007.	000388	000635	000708	000559	000674	000600	000507	000639	000413	000625	https://digitalhumanities.org/dhq/vol/2/1/000018/000018.html
000019	2008	Gerhard Jan Nauta	Leiden University	As You Can See: Applying Visual Collaborative Filtering to Works of Art	000612	000365	000302	000654	000388	000269	000600	000416	000310	000540	https://digitalhumanities.org/dhq/vol/2/1/000019/000019.html
000020	2008	Wendell Piez	Mulberry Technologies, Inc.	Something Called Digital Humanities	000527	000582	000032	000185	000252	000713	000233	000455	000184	000555	https://digitalhumanities.org/dhq/vol/2/1/000020/000020.html
000021	2009	Gregory Crane | Brent Seales | Melissa Terras	Tufts University | University of Kentucky | University College London	Acknowledgements and Dedications	000172	000427	000203	000462	000227	000126	000216	000113	000480	000467	https://digitalhumanities.org/dhq/vol/3/1/000021/000021.html
000022	2009	Dot Porter	Digital Humanities Observatory	Ross Scaife (1960-2008)	000089	000046	000031	000253	000595	000372	000164	000113	000122	000080	https://digitalhumanities.org/dhq/vol/3/1/000022/000022.html
000023	2009	Gregory Crane | Brent Seales | Melissa Terras	Tufts University | University of Kentucky | University College London	Cyberinfrastructure for Classical Philology	000582	000356	000181	000527	000342	000020	000523	000439	000161	000032	https://digitalhumanities.org/dhq/vol/3/1/000023/000023.html
000024	2009	Christopher Blackwell | Thomas R. Martin	Furman University | College of the Holy Cross	Technology, Collaboration, and Undergraduate Research	000507	000421	000696	000062	000162	000002	000729	000154	000388	000711	https://digitalhumanities.org/dhq/vol/3/1/000024/000024.html
000025	2009	Anne Mahoney	Tufts University	Tachypaedia Byzantina: The Suda On Line as Collaborative Encyclopedia	000251	000387	000610	000328	000117	000424	000483	000670	000278	000402	https://digitalhumanities.org/dhq/vol/3/1/000025/000025.html
000026	2009	Bruce Robertson	Mount Allison University	Exploring Historical RDF with Heml	000400	000335	000340	000186	000102	000444	000587	000136	000388	000468	https://digitalhumanities.org/dhq/vol/3/1/000026/000026.html
000027	2009	Jeffrey A. Rydberg-Cox	University of Missouri-Kansas City	Digitizing Latin Incunabula: Challenges, Methods, and Possibilities	000433	000693	000582	000687	000082	000336	000238	000291	000620	000252	https://digitalhumanities.org/dhq/vol/3/1/000027/000027.html
000028	2009	Neel Smith	College of the Holy Cross	Citation in Classical Studies	000425	000582	000093	000264	000056	000098	000706	000108	000267	000539	https://digitalhumanities.org/dhq/vol/3/1/000028/000028.html
000029	2009	Casey Dué | Mary Ebbott	University of Houston, Texas | College of the Holy Cross	Digital Criticism: Editorial Standards for the Homer Multitext	000696	000428	000685	000016	000509	000092	000421	000246	000459	000711	https://digitalhumanities.org/dhq/vol/3/1/000029/000029.html
000030	2009	Hugh Cayless | Charlotte Roueché | Tom Elliott | Gabriel Bodard	University of North Carolina | King's College London | New York University | King's College London	Epigraphy in 2017	000212	000582	000433	000539	000291	000223	000283	000342	000370	000639	https://digitalhumanities.org/dhq/vol/3/1/000030/000030.html
000031	2009	Tom Elliott | Sean Gillies	New York University | New York University	Digital Geography and Classics	000046	000385	000574	000689	000595	000654	000647	000424	000139	000080	https://digitalhumanities.org/dhq/vol/3/1/000031/000031.html
000032	2009	Raphael Finkel | Gregory Stump	University of Kentucky | University of Kentucky	What Your Teacher Told You is True: Latin Verbs Have Four Principal Parts	000388	000108	000527	000582	000252	000185	000362	000555	000020	000081	https://digitalhumanities.org/dhq/vol/3/1/000032/000032.html
000033	2009	David Bamman | Gregory Crane	Tufts University | Tufts University	Computational Linguistics and Classical Lexicography	000609	000197	000703	000356	000627	000545	000507	000092	000213	000196	https://digitalhumanities.org/dhq/vol/3/1/000033/000033.html
000034	2009	Gregory Crane | Alison Babeu | David Bamman | Thomas Breuel | Lisa Cerrato | Daniel Deckers | Anke Lüdeling | David Mimno | Rashmi Singhal | David A. Smith | Amir Zeldes	Tufts University | Tufts University | Tufts University | Technical University of Kaiserslautern | Tufts University | Hamburg University | Humboldt-University, Berlin | University of Massachusetts, Amherst | Tufts University | University of Massachusetts, Amherst | Humboldt-University, Berlin	Classics in the Million Book Library	000424	000120	000729	000010	000529	000510	000002	000625	000352	000070	https://digitalhumanities.org/dhq/vol/3/1/000034/000034.html
000035	2009	Christopher Blackwell | Gregory Crane	Furman University | Tufts University	Conclusion: Cyberinfrastructure, the Scaife Digital Library and Classics in a Digital age	000623	000274	000015	000625	000541	000194	000162	000696	000603	000127	https://digitalhumanities.org/dhq/vol/3/1/000035/000035.html
000036	2009	Gregory Nagy | James O'Donnell	Harvard University | Georgetown University	Foreword	000408	000600	000311	000702	000204	000615	000443	000608	000081	000416	https://digitalhumanities.org/dhq/vol/3/1/000036/000036.html
000037	2009	Matthew G. Kirschenbaum	University of Maryland	Done: Finishing Projects in the Digital Humanities	000058	000088	000269	000186	000138	000388	000183	000318	000661	000335	https://digitalhumanities.org/dhq/vol/3/2/000037/000037.html
000038	2009	William A. Kretzschmar, Jr.	University of Georgia	Large-Scale Humanities Computing Projects: Snakes Eating Tails, or Every End is a New Beginning?	000388	000107	000259	000654	000570	000393	000154	000611	000494	000421	https://digitalhumanities.org/dhq/vol/3/2/000038/000038.html
000039	2009	David Sewell	University of Virginia Press	It’s For Sale, So It Must Be Finished: Digital Projects in the Scholarly Publishing World	000388	000419	000275	000032	000107	000534	000063	000396	000081	000300	https://digitalhumanities.org/dhq/vol/3/2/000039/000039.html
000040	2009	Susan Brown | Patricia Clements | Isobel Grundy | Stan Ruecker | Jeffery Antoniuk | Sharon Balazs	University of Guelph | University of Alberta | University of Alberta | University of Alberta | University of Alberta | University of Alberta	Published Yet Never Done: The Tension Between Projection and Completion in Digital Humanities Research	000038	000481	000614	000388	000657	000416	000107	000128	000591	000081	https://digitalhumanities.org/dhq/vol/3/2/000040/000040.html
000041	2009	Shlomo Argamon | Mark Olsen	Linguistic Cognition Lab, Dept. of Computer Science, Illinois Institute of Technology | ARTFL Project, University of Chicago	Words, Patterns and Documents: Experiments in Machine Learning and Text Analysis	000509	000201	000307	000711	000388	000555	000189	000696	000442	000334	https://digitalhumanities.org/dhq/vol/3/2/000041/000041.html
000042	2009	Shlomo Argamon | Jean-Baptiste Goulain | Russell Horton | Mark Olsen	Linguistic Cognition Lab, Dept. of Computer Science, Illinois Institute of Technology | Linguistic Cognition Lab, Dept. of Computer Science, Illinois Institute of Technology | Digital Library Development Center, University of Chicago | ARTFL Project, University of Chicago	Vive la Différence! Text Mining Gender Difference in French Literature	000560	000172	000083	000216	000109	000467	000318	000203	000021	000655	https://digitalhumanities.org/dhq/vol/3/2/000042/000042.html
000043	2009	Shlomo Argamon | Charles Cooney | Russell Horton | Mark Olsen | Sterling Stein | Robert Voyer	Linguistic Cognition Lab, Dept. of Computer Science, Illinois Institute of Technology, Chicago | ARTFL Project, University of Chicago | Digital Library Development Center, University of Chicago | ARTFL Project, University of Chicago | Linguistic Cognition Lab, Dept. of Computer Science, Illinois Institute of Technology, Chicago | Powerset	Gender, Race, and Nationality in Black Drama, 1950-2006: Mining Differences in Language Use in Authors and their Characters	000545	000143	000670	000678	000078	000427	000061	000564	000637	000732	https://digitalhumanities.org/dhq/vol/3/2/000043/000043.html
000044	2009	Russell Horton | Robert Morrissey | Mark Olsen | Glenn Roe | Robert Voyer	Digital Library Development Center, University of Chicago | University of Chicago | ARTFL Project, University of Chicago | ARTFL Project, University of Chicago | Powerset	Mining Eighteenth Century Ontologies: Machine Learning and Knowledge Classification in the Encyclopédie	000552	000060	000381	000239	000426	000358	000150	000500	000484	000230	https://digitalhumanities.org/dhq/vol/3/2/000044/000044.html
000045	2009	Sean Ross Meehan	Washington College, Chesterton, MD	Text Minding: A Response to Gender, Race, and Nationality in Black Drama, 1850-2000: Mining Differences in Language Use in Authors and their Characters	000254	000293	000249	000585	000354	000177	000705	000062	000296	000703	https://digitalhumanities.org/dhq/vol/3/2/000045/000045.html
000046	2009	Scott Rettberg	The University of Bergen Dept. of Literary, Linguistic, and Aesthetic Studies	Communitizing Electronic Literature	000595	000031	000689	000654	000176	000122	000647	000574	000424	000385	https://digitalhumanities.org/dhq/vol/3/2/000046/000046.html
000047	2009	Sarah Toton | Stacey Martin	Emory University | Emory University	Teaching and Learning from the U.S. South in Global Contexts: A Case Study of Southern Spaces and Southcomb	000091	000421	000168	000024	000547	000062	000071	000182	000507	000213	https://digitalhumanities.org/dhq/vol/3/2/000047/000047.html
000048	2009	Johanna Drucker	University of California, Los Angeles	A Review of Matthew Kirschenbaum, Mechanisms: New Media and the Forensic Imagination Cambridge, MA and London, UK: MIT University Press, 2008	000731	000543	000659	000475	000326	000350	000403	000009	000674	000157	https://digitalhumanities.org/dhq/vol/3/2/000048/000048.html
000049	2009	Eric Gordon | David Bogen	Emerson College | Rhode Island School of Design	Designing Choreographies for the New Economy of Attention	000240	000673	000113	000661	000112	000659	000245	000128	000569	000475	https://digitalhumanities.org/dhq/vol/3/2/000049/000049.html
000050	2009	Amy Earhart | Maura Ives	Texas A&M University | Texas A&M University	Introduction	000696	000158	000205	000731	000507	000212	000711	000653	000277	000008	https://digitalhumanities.org/dhq/vol/3/3/000050/000050.html
000051	2009	Peter M. W. Robinson	University of Birmingham	The Ends of Editing	000146	000380	000219	000555	000710	000520	000224	000374	000608	000388	https://digitalhumanities.org/dhq/vol/3/3/000051/000051.html
000052	2009	Morris Eaves	University of Rochester	Picture Problems: X-Editing Images 1992-2010	000342	000582	000155	000693	000644	000623	000264	000323	000195	000465	https://digitalhumanities.org/dhq/vol/3/3/000052/000052.html
000053	2009	Kenneth M. Price	University of Nebraska-Lincoln	Edition, Project, Database, Archive, Thematic Research Collection: What's in a Name?	000222	000602	000440	000241	000308	000425	000183	000651	000661	000625	https://digitalhumanities.org/dhq/vol/3/3/000053/000053.html
000054	2009	Peter Shillingsburg	Loyola University Chicago	How Literary Works Exist: Convenient Scholarly Editions	000233	000435	000723	000582	000326	000623	000020	000351	000552	000023	https://digitalhumanities.org/dhq/vol/3/3/000054/000054.html
000055	2009	Julia Flanders	Brown University	The Productive Unease of 21st-century Digital Scholarship	000147	000108	000515	000698	000323	000242	000582	000485	000238	000394	https://digitalhumanities.org/dhq/vol/3/3/000055/000055.html
000056	2009	Olin Bjork	Georgia Institute of Technology	Reinventing the Classroom Edition: Paradise Lost Book IX Flash Audiotext	000631	000600	000523	000651	000483	000707	000343	000699	000475	000342	https://digitalhumanities.org/dhq/vol/3/3/000056/000056.html
000057	2009	Amy Earhart	Texas A&M University	Mapping Concord: Google Maps and the 19th-Century Concord Digital Archive	000493	000310	000430	000654	000424	000647	000259	000524	000382	000610	https://digitalhumanities.org/dhq/vol/3/3/000057/000057.html
000058	2009	Eugene Lyman	University of Rhode Island	May the Text Rise up to Meet You: New Ways of Reading Old Manuscripts	000037	000308	000661	000591	000388	000409	000081	000362	000186	000318	https://digitalhumanities.org/dhq/vol/3/3/000058/000058.html
000059	2009	Laura Mandell	Miami University of Ohio	The Poetess Archive Database	000393	000038	000611	000508	000388	000221	000654	000316	000421	000107	https://digitalhumanities.org/dhq/vol/3/3/000059/000059.html
000060	2009	Aimee Roundtree	University of Houston-Downtown	Simulated Visuals: Some Rhetorical and Ethical Implications	000381	000044	000552	000434	000693	000358	000431	000204	000523	000500	https://digitalhumanities.org/dhq/vol/3/3/000060/000060.html
000061	2009	Eduardo Urbina | Richard Furuta | Steven E. Smith	Texas A&M University | Texas A&M University | Texas A&M University	Cervantes Project: The Digital Quixote Iconography Collection	000427	000637	000670	000043	000078	000522	000270	000535	000143	000545	https://digitalhumanities.org/dhq/vol/3/3/000061/000061.html
000062	2009	Wesley Raabe	Kent State University	Over Uncle Tom's Dead Body: Publication Context and Textual Variation in Harriet Beecher Stowe's Uncle Tom's Cabin	000647	000654	000162	000495	000670	000443	000421	000105	000134	000216	https://digitalhumanities.org/dhq/vol/3/3/000062/000062.html
000063	2009	Katheryn Giglio | John Venecek	University of Central Florida (English Department) | University of Central Florida Libraries	The Radical Historicity of Everything: Exploring Shakespearean Identity with Web 2.0	000388	000107	000081	000410	000138	000118	000362	000317	000600	000038	https://digitalhumanities.org/dhq/vol/3/3/000063/000063.html
000064	2009	Jerome McDonough	Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign	XML, Interoperability and the Social Construction of Markup Languages: The Library Example	000659	000112	000321	000726	000153	000590	000644	000194	000409	000688	https://digitalhumanities.org/dhq/vol/3/3/000064/000064.html
000065	2009	Patrik Svensson	Umeå University	Humanities Computing as Digital Humanities	000455	000561	000193	000552	000623	000012	000523	000667	000435	000445	https://digitalhumanities.org/dhq/vol/3/3/000065/000065.html
000066	2009	Elizabeth Sandifer	University of Florida	Avatari: Disruption and Imago in Video Games	000703	000262	000259	000507	000249	000213	000280	000338	000177	000705	https://digitalhumanities.org/dhq/vol/3/3/000066/000066.html
000067	2009	Stan Ruecker | Milena Radzikowska | Stéfan Sinclair	University of Alberta, Canada | Mount Royal College, Canada | McMaster University, Canada	Designing Data Mining Droplets: New Interface Objects for the Humanities Scholar	000303	000319	000454	000559	000579	000724	000123	000380	000445	000374	https://digitalhumanities.org/dhq/vol/3/3/000067/000067.html
000068	2010	Amélie Zöllner-Weber	Uni Digital, Bergen, Norway	Ontologies and Logic Reasoning as Tools in Humanities?	000294	000360	000191	000079	000190	000050	000649	000602	000158	000138	https://digitalhumanities.org/dhq/vol/3/4/000068/000068.html
000069	2010	Kari Kraus	College of Information Studies and Department of English, University of Maryland	Conjectural Criticism: Computing Past and Future Texts	000667	000230	000455	000376	000207	000325	000065	000475	000525	000586	https://digitalhumanities.org/dhq/vol/3/4/000069/000069.html
000070	2010	Melissa M. Terras	Department of Information Studies, University College London	The Potential and Problems in using High Performance Computing in the Arts and Humanities: the Researching e-Science Analysis of Census Holdings (ReACH) Project.	000034	000595	000002	000700	000625	000424	000564	000689	000298	000679	https://digitalhumanities.org/dhq/vol/3/4/000070/000070.html
000071	2010	Peter Ainsworth | Michael Meredith	Dept of French and Humanities Research Institute, University of Sheffield | Humanities Research Institute, University of Sheffield	e-Science for Medievalists: Options, Challenges, Solutions and Opportunities	000577	000674	000627	000317	000388	000133	000296	000332	000154	000280	https://digitalhumanities.org/dhq/vol/3/4/000071/000071.html
000072	2010	Nicolas Gold	King's College London, Department of Computer Science	Service-Oriented Software in the Humanities: A Software Engineering Perspective	000379	000322	000387	000610	000270	000383	000618	000227	000251	000402	https://digitalhumanities.org/dhq/vol/3/4/000072/000072.html
000073	2010	John Unsworth	Graduate School of Library and Information Science, University of Illinois, Urbana-Champaign	The Making of Our Cultural Commonwealth	000205	000665	000582	000405	000108	000628	000411	000596	000323	000368	https://digitalhumanities.org/dhq/vol/3/4/000073/000073.html
000074	2010	Gregory Sporton	Director, Visualisation Research Unit, School of Art, Birmingham City University	The e Prefix: e-Science, e-Art & the New Creativity	000272	000600	000606	000388	000081	000128	000589	000498	000315	000009	https://digitalhumanities.org/dhq/vol/3/4/000074/000074.html
000075	2010	Ray Siemens | Cara Leitch | Analisa Blake | Karin Armstrong | John Willinsky	University of Victoria | University of Victoria | University of Victoria | University of Victoria | University of British Columbia/Stanford	It May Change My Understanding of the Field: Understanding Reading Tools for Scholars and Professional Readers	000463	000009	000674	000507	000212	000635	000018	000213	000520	000399	https://digitalhumanities.org/dhq/vol/3/4/000075/000075.html
000076	2010	Angela Piccini	University of Bristol	Locating Grid Technologies: Performativity, Place, Space: Challenging the Institutionalized Spaces of e-Science	000102	000034	000168	000657	000587	000117	000468	000142	000031	000575	https://digitalhumanities.org/dhq/vol/3/4/000076/000076.html
000077	2010	Christine L. Borgman	Professor & Presidential Chair in Information Studies, UCLA	The Digital Future is Now: A Call to Action for the Humanities	000703	000507	000189	000494	000092	000440	000522	000413	000259	000627	https://digitalhumanities.org/dhq/vol/3/4/000077/000077.html
000078	2010	Mark Hedges	Centre for e-Research, King’s College London	Grid-enabling Humanities Datasets	000143	000388	000445	000670	000654	000134	000707	000043	000647	000637	https://digitalhumanities.org/dhq/vol/3/4/000078/000078.html
000079	2010	Stuart Dunn | Tobias Blanke	Centre for e-Research, King's College London | Centre for e-Research, King's College London	Digital Humanities Quarterly Special Cluster on Arts and Humanities e-Science	000138	000269	000661	000135	000068	000617	000360	000655	000156	000091	https://digitalhumanities.org/dhq/vol/3/4/000079/000079.html
000080	2010	Patrik Svensson	HUMlab, Umeå University	The Landscape of Digital Humanities	000031	000604	000253	000654	000385	000677	000689	000846	000046	000089	https://digitalhumanities.org/dhq/vol/4/1/000080/000080.html
000081	2010	Belinda Barnet	Lecturer in Media at Swinburne University Melbourne, in association with Smart Services CRC.	Crafting the User-Centered Document Interface: The Hypertext Editing System (HES) and the File Retrieval and Editing System (FRESS)	000107	000118	000388	000300	000408	000416	000600	000204	000443	000362	https://digitalhumanities.org/dhq/vol/4/1/000081/000081.html
000082	2010	Domenico Fiormonte | Valentina Martiradonna | Desmond Schmidt	Università Roma Tre, Dipartimento di Italianistica | Università di Roma, La Sapienza | Queensland University of Technology, Information Security Institute	Digital Encoding as a Hermeneutic and Semiotic Act: The Case of Valerio Magrelli	000238	000582	000425	000687	000388	000433	000609	000018	000600	000252	https://digitalhumanities.org/dhq/vol/4/1/000082/000082.html
000083	2010	Susan Schreibman | Ann M. Hanlon	Digital Humanities Observatory | Marquette University	Determining Value for Digital Humanities Tools: Report on a Survey of Tool Developers	000086	000421	000610	000072	000495	000102	000654	000262	000162	000251	https://digitalhumanities.org/dhq/vol/4/2/000083/000083.html
000084	2010	Sarah Buchanan	The Meadows School	Accessioning the Digital Humanities: Report from the 1st Archival Education and Research Institute	000579	000143	000009	000670	000376	000432	000589	000266	000013	000413	https://digitalhumanities.org/dhq/vol/4/1/000084/000084.html
000085	2010	Doug Reside	University of Maryland, College Park	A review of Noah Wardrip-Fruin’s Expressive Processing: Digital Fictions, Computer Games, and Software Studies	000615	000107	000081	000600	000118	000204	000416	000388	000408	000608	https://digitalhumanities.org/dhq/vol/4/2/000085/000085.html
000086	2010	Sharon Irish | Wendy Plotkin	Interim Director, Community Informatics Initiative, Graduate School of Library and Information Science, University of Illinois, Urbana-Champaign | Editor-in-Chief, H-Urban	History, People, and Informatics: A Conversation between Sharon Irish and Wendy Plotkin	000395	000613	000720	000495	000113	000172	000251	000480	000083	000175	https://digitalhumanities.org/dhq/vol/4/2/000086/000086.html
000087	2010	Manuel Portela	University of Coimbra	The Machine in the Text, and the Text in the Machine	000061	000692	000609	000732	000388	000316	000637	000256	000043	000419	https://digitalhumanities.org/dhq/vol/4/1/000087/000087.html
000088	2010	Arianna Ciula	Independent Scholar	The New Edition of the Letters of Vincent van Gogh on the Web	000037	000269	000384	000186	000138	000135	000183	000335	000468	000388	https://digitalhumanities.org/dhq/vol/4/2/000088/000088.html
000089	2010	Jerome McDonough | Matthew Kirschenbaum | Doug Reside | Neil Fraistat | Dennis Jerz	Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign | Maryland Institute for Technology in the Humanities, University of Maryland | Maryland Institute for Technology in the Humanities, University of Maryland | Maryland Institute for Technology in the Humanities, University of Maryland | English — New Media Journalism, Seton Hill University	Twisty Little Passages Almost All Alike: Applying the FRBR Model to a Classic Computer Game	000595	000164	000529	000142	000574	000113	000372	000122	000654	000134	https://digitalhumanities.org/dhq/vol/4/2/000089/000089.html
000090	2011	Patrik Svensson	HUMlab, Umeå University	From Optical Fiber To Conceptual Cyberinfrastructure	000308	000493	000315	000424	000057	000310	000404	000382	000430	000328	https://digitalhumanities.org/dhq/vol/5/1/000090/000090.html
000091	2011	Johanna Drucker	Breslauer Professor of Bibliographical Studies Department of Information Studies, UCLA	Humanities Approaches to Graphical Display	000197	000418	000732	000196	000071	000254	000575	000296	000507	000283	https://digitalhumanities.org/dhq/vol/5/1/000091/000091.html
000092	2011	J.J. Butts	Assistant Professor of English, Wartburg College	Missed Connections: The Collective Novel and the Metropolis	000685	000471	000296	000703	000696	000246	000522	000177	000654	000197	https://digitalhumanities.org/dhq/vol/5/2/000092/000092.html
000093	2011	Molly Gage	University of Minnesota	Winesburg, Ohio: A Modernist Kluge	000425	000698	000582	000443	000697	000706	000465	000388	000032	000713	https://digitalhumanities.org/dhq/vol/5/2/000093/000093.html
000094	2011	Wesley Beal	Lyon College	Network Narration in John Dos Passos’s U.S.A. Trilogy	000317	000198	000107	000081	000443	000300	000595	000388	000629	000659	https://digitalhumanities.org/dhq/vol/5/2/000094/000094.html
000095	2011	Wendell Piez	Senior Consultant, Mulberry Technologies, Inc.	Impractical Applications	000296	000522	000177	000703	000213	000259	000001	000705	000440	000530	https://digitalhumanities.org/dhq/vol/5/1/000095/000095.html
000096	2011	Stacy Lavin	Independent Scholar	The Globe is All One: Wars I Have Seen as Proto-Network Narrative	000548	000119	000002	000680	000165	000221	000503	000456	000654	000298	https://digitalhumanities.org/dhq/vol/5/2/000096/000096.html
000097	2011	Wesley Beal | Stacy Lavin	Lyon College | Independent Scholar	Theorizing Connectivity: Modernism and the Network Narrative	000693	000598	000582	000486	000035	000709	000408	000326	000064	000052	https://digitalhumanities.org/dhq/vol/5/2/000097/000097.html
000098	2011	Aaron Kashtan	Department of English University of Florida	Forward to the Past: Nostalgia for Handwriting in Scribblenauts and The World Ends with You	000568	000217	000638	000320	000662	000287	000605	000621	000004	000148	https://digitalhumanities.org/dhq/vol/5/3/000098/000098.html
000099	2011	Maria Engberg | Jay David Bolter	Blekinge Institute of Technology | Georgia Institute of Technology	Digital Literature and the Modernist Problem	000709	000138	000388	000300	000654	000038	000259	000007	000647	000626	https://digitalhumanities.org/dhq/vol/5/3/000099/000099.html
000100	2011	Gregory L. Ulmer	Professor of English and Media Studies University of Florida, Gainesville	Avatar Emergency	000556	000542	000230	000667	000012	000181	000702	000539	000719	000455	https://digitalhumanities.org/dhq/vol/5/3/000100/000100.html
000101	2011	Aaron Kashtan	Department of English, University of Florida	Because It's Not There: Ekphrasis and the Threat of Graphics in Interactive Fiction	000709	000647	000388	000456	000604	000626	000688	000300	000654	000081	https://digitalhumanities.org/dhq/vol/5/1/000101/000101.html
000102	2011	Helen J. Burgess | Jeanne Hamming	University of Maryland Baltimore County | Centenary College of Louisiana	New Media in the Academy: Labor and the Production of Knowledge in Scholarly Multimedia	000117	000424	000076	000503	000619	000495	000034	000086	000227	000083	https://digitalhumanities.org/dhq/vol/5/3/000102/000102.html
000103	2011	Brian Greenspan	Carleton University	The New Place of Reading: Locative Media and the Future of Narrative	000224	000541	000623	000443	000654	000293	000274	000647	000529	000300	https://digitalhumanities.org/dhq/vol/5/3/000103/000103.html
000104	2011	John Cayley	Brown University	Writing to be Found and Writing Readers	000261	000613	000720	000417	000395	000567	000175	000086	000467	000495	https://digitalhumanities.org/dhq/vol/5/3/000104/000104.html
000105	2011	Phillip H. Gochenour	Towson University	Nodalism	000249	000493	000707	000259	000244	000424	000062	000310	000654	000529	https://digitalhumanities.org/dhq/vol/5/3/000105/000105.html
000106	2011	Paul Fyfe	Florida State University	Digital Pedagogy Unplugged	000204	000582	000473	000417	000600	000620	000388	000240	000399	000491	https://digitalhumanities.org/dhq/vol/5/3/000106/000106.html
000107	2011	James Smithies	University of Canterbury, New Zealand	A View from IT	000081	000118	000300	000388	000416	000362	000317	000204	000654	000600	https://digitalhumanities.org/dhq/vol/5/3/000107/000107.html
